city,poi_id,poi_name,poi_category,place_id,review_id,source_review_id,review_date,review_rating,review_text,provider_language,detected_language,language_group,review_author,collection_date,source_platform,review_order_within_poi
Fukui,ChIJd3z-VFWy-F8RXtU_oQ0TzjI,Echizen Pottery Village,museum_cultural,ChIJd3z-VFWy-F8RXtU_oQ0TzjI,585a46180697,Ci9DQUlRQUNvZENodHljRjlvT2tGa09XbERja1ZFWTNOWE4zQnNOVUp6VkZGelIyYxAB,2026-01-22T02:46:51+00:00,2,蠻無聊的不用特別來 主要是來如廁歇息一下,en,ko,other_non_english_non_japanese,Reviewer_6E4F55,2026-06-08,google_maps_outscraper,14
Fukui,ChIJd3z-VFWy-F8RXtU_oQ0TzjI,Echizen Pottery Village,museum_cultural,ChIJd3z-VFWy-F8RXtU_oQ0TzjI,b83a56634ebb,ChZDSUhNMG9nS0VJQ0FnSURIM3FXVE1nEAE,2024-09-16T11:53:54+00:00,3,"回頭率：👍👍👍

為了走海線看看特別繞進來這個景點，直接買爆了一大把陶器，🤣～又嚇到店員了。",en,ko,other_non_english_non_japanese,Reviewer_764957,2026-06-08,google_maps_outscraper,42
Fukui,ChIJ1XGJrSyp-F8ReW1vYGvz7Kg,Echizen Washi Village,museum_cultural,ChIJ1XGJrSyp-F8ReW1vYGvz7Kg,990cc3196ad9,Ci9DQUlRQUNvZENodHljRjlvT25oaWRrOUdTbmwwTW5WWGJEUTJNWFZ4Y1RRMGVrRRAB,2026-05-02T21:40:34+00:00,2,"Estava quase todas lojas fechadas, acredito que abrem apenas finais de semana, apesar de eu ter ido no feriado de GW",en,pt,other_non_english_non_japanese,Reviewer_DB1F15,2026-06-08,google_maps_outscraper,1
Fukui,ChIJ1XGJrSyp-F8ReW1vYGvz7Kg,Echizen Washi Village,museum_cultural,ChIJ1XGJrSyp-F8ReW1vYGvz7Kg,48872f88470b,Ci9DQUlRQUNvZENodHljRjlvT25KaWFWZzBUemg2Um05YVpFTmtiR054T0V0TlZGRRAB,2025-10-17T21:49:25+00:00,4,"בכפר, התנסות בהכנת נייר אורז אישי, צפייה בתהלך במוזיאון ואכילת סובה מעולה",en,he,other_non_english_non_japanese,Reviewer_8234C3,2026-06-08,google_maps_outscraper,18
Fukui,ChIJU-BHNSiw-F8RqNCAmMgkjnk,Nishiyama Park Sabae,nature_scenic,ChIJU-BHNSiw-F8RqNCAmMgkjnk,5f631877aa35,Ci9DQUlRQUNvZENodHljRjlvT2tJM2NFVnJiRlJEUkdNMGJWSnpVMUJLVmtWUGNsRRAB,2026-05-16T13:37:32+00:00,5,免費入場，有很多很可愛的小熊貓，旁邊的商店有很多小熊貓紀念品，十分推薦😍,en,zh-tw,other_non_english_non_japanese,Reviewer_252379,2026-06-08,google_maps_outscraper,3
Fukui,ChIJU-BHNSiw-F8RqNCAmMgkjnk,Nishiyama Park Sabae,nature_scenic,ChIJU-BHNSiw-F8RqNCAmMgkjnk,03b10719d98e,Ci9DQUlRQUNvZENodHljRjlvT2taSVdURlNRMjF2TUV4VmVHZENNRE13TkZaeGFtYxAB,2026-05-05T15:03:48+00:00,5,"Công viên rất rộng và có nhiều khu vui chơi , khu vui chơi cho trẻ , có khu động vật , và khuôn viên chính là hoa đỗ quyên , có bãi đỗ xe miễn phí . Mọi người nên đến một lần.",en,vi,other_non_english_non_japanese,Reviewer_8A1FD6,2026-06-08,google_maps_outscraper,13
Fukui,ChIJU-BHNSiw-F8RqNCAmMgkjnk,Nishiyama Park Sabae,nature_scenic,ChIJU-BHNSiw-F8RqNCAmMgkjnk,352a1e49ccc0,Ci9DQUlRQUNvZENodHljRjlvT205TmEycFRXa2RQV1ZaU1kwWmhNVmh4VW1GcVFXYxAB,2026-05-01T10:41:28+00:00,5,"Công viên thật sự rất đẹp,",en,vi,other_non_english_non_japanese,Reviewer_A70CE2,2026-06-08,google_maps_outscraper,27
Fukui,ChIJU-BHNSiw-F8RqNCAmMgkjnk,Nishiyama Park Sabae,nature_scenic,ChIJU-BHNSiw-F8RqNCAmMgkjnk,23d93563e7e0,Ci9DQUlRQUNvZENodHljRjlvT2kwMmJIRkhSV1pyT0U5a1NqWmliSEZETUZWbFlXYxAB,2026-04-29T05:35:03+00:00,5,อาซาเลียสวยมากขนาดยังบานได้แค่10%,en,th,other_non_english_non_japanese,Reviewer_074FCE,2026-06-08,google_maps_outscraper,31
Fukui,ChIJU-BHNSiw-F8RqNCAmMgkjnk,Nishiyama Park Sabae,nature_scenic,ChIJU-BHNSiw-F8RqNCAmMgkjnk,6c768b65f069,Ci9DQUlRQUNvZENodHljRjlvT2s1ZlkxSk1XVTl4WkZCaU56aDFZMUpRTjB0bGJsRRAB,2026-03-30T03:40:51+00:00,4,"散步賞櫻，闔家走走的好地方。

老少咸宜。有大草坪給小孩防風跑跳。旁邊就是西山公園道之駅，有食堂跟販賣部。

或者可以自備食物來野餐。",en,zh-tw,other_non_english_non_japanese,Reviewer_A15F3C,2026-06-08,google_maps_outscraper,46
Fukui,ChIJU-BHNSiw-F8RqNCAmMgkjnk,Nishiyama Park Sabae,nature_scenic,ChIJU-BHNSiw-F8RqNCAmMgkjnk,4e29176bc7f7,Ci9DQUlRQUNvZENodHljRjlvT2xka2NUbE1VVFJRY0VGalFrVm1ibFF4VnpkbVRtYxAB,2025-12-17T11:54:22+00:00,5,"西山公園（にしやまこうえん）位於鯖江市中心，是福井縣內著名的紅葉觀賞勝地之一，2006年入選「日本歴史公園100選」。
西山公園的歷史可追溯至1856年（安政3年），公園所在的區域原本是鯖江藩的領地，當時鯖江藩第7代藩主間部詮勝下令築園，並命名為「嚮陽溪」（きょうようけい），作為與領民共享休憩場所。
1889年，嚮陽溪連同周邊區域成立了町立嚮陽公園，1914年大正天皇即位後，此地就更名為「西山公園」。
西山公園為鯖江市最早成立的公園，園內有約5萬株杜鵑、1600棵楓樹和1000棵櫻花，一年四季皆有風景可賞。",en,zh-tw,other_non_english_non_japanese,Reviewer_5C1592,2026-06-08,google_maps_outscraper,58
Fukui,ChIJU-BHNSiw-F8RqNCAmMgkjnk,Nishiyama Park Sabae,nature_scenic,ChIJU-BHNSiw-F8RqNCAmMgkjnk,fa15eaf25e73,Ci9DQUlRQUNvZENodHljRjlvT2xwMVNFNUdWbVJmVVdScFRtTmtSbmMwTVc4emQzYxAB,2025-11-09T05:18:48+00:00,5,Lugar lindo.,en,pt,other_non_english_non_japanese,Reviewer_B1AF90,2026-06-08,google_maps_outscraper,65
Fukui,ChIJU-BHNSiw-F8RqNCAmMgkjnk,Nishiyama Park Sabae,nature_scenic,ChIJU-BHNSiw-F8RqNCAmMgkjnk,00a2d3abcc0f,ChdDSUhNMG9nS0VJeW51Smp0bzdlWTNBRRAB,2025-06-03T13:34:17+00:00,4,"Parque lindo para passear ao ar livre! Só não gostei da forma que vi os animais, presos em um lugar tão pequeno! Não parece que são bem cuidados.",en,pt,other_non_english_non_japanese,Reviewer_49AFA3,2026-06-08,google_maps_outscraper,86
Fukui,ChIJU-BHNSiw-F8RqNCAmMgkjnk,Nishiyama Park Sabae,nature_scenic,ChIJU-BHNSiw-F8RqNCAmMgkjnk,212380316c65,ChdDSUhNMG9nS0VJTzAydnVfNmFEbmxnRRAB,2025-05-14T14:11:33+00:00,5,Huge,en,da,other_non_english_non_japanese,Reviewer_6B206E,2026-06-08,google_maps_outscraper,96
Fukui,ChIJj1CFKfG--F8R8vgl-a2AM58,Fukui City Museum of History,museum_cultural,ChIJj1CFKfG--F8R8vgl-a2AM58,9e43d464d7a5,Ci9DQUlRQUNvZENodHljRjlvT2tSUlMydHVWakJLTjNKVGFuUlNkeTE0VkVkZk1VRRAB,2026-04-04T07:36:23+00:00,5,"福井市立郷土歷史博物館的展覽，核心其實是在描寫一條時間軸：
從古代社會 → 江戶城下町 → 幕末改革 → 近代轉型 → 現代重建。

前面的古代與城下町部分，主要是在建立背景。透過鏡、玉等文物，可以看到福井早期已經存在權力象徵與宗教信仰體系；而到了江戶時代，福井發展成以城為中心的城下町，町人與商人透過「町組」制度進行自治，城市運作有明確規範，社會結構相當成熟。

接著，交通與地理條件讓福井具備發展優勢。像九十九橋這樣的重要橋梁，不只是交通設施，而是連結物流與人流的節點，使福井成為北陸地區的交通核心之一。這也直接帶動了商業與城市繁榮。

產業部分，紡織業是福井發展的關鍵。從傳統手工織布，到明治時期引進機械化技術，再到後來的人造纖維與合成纖維，福井逐步轉型為日本重要的紡織產地。這種產業演進，其實就是地方近代化最具體的表現。

真正的轉折點在幕末。福井藩在松平春嶽主導下，積極推動改革，包括軍事、財政以及人才制度。橋本左內提出重視能力的理念，打破身分限制；日下部太郎赴海外留學，代表國際視野的開展；而格里菲斯則將西方科學與教育制度帶入福井。這些改革顯示，福井在明治維新之前，就已經開始走向近代國家的方向。

進入近代之後，福井的發展與日本整體歷史緊密連動。展板中可看到時間軸提及如日清戰爭、日俄戰爭、第一次世界大戰等事件，顯示福井已納入國家體系之中。同時，產業持續擴大，紡織業在國內外市場中占有重要地位，成為地方經濟的支柱。

然而，近代福井也經歷重大衝擊。1945年福井市遭受空襲，1948年又發生福井地震，城市受到嚴重破壞。這兩個事件幾乎是福井近代史的斷裂點。但也正因如此，戰後的福井開始進入「重建與再發展」階段。透過復興博覽會與都市重建，城市逐步恢復機能，並轉向更現代化的城市結構。

到了現代，福井已從傳統城下町轉變為兼具產業與生活機能的地方城市。紡織產業雖然面臨轉型，但仍保有技術基礎；同時，歷史文化資產（如城下町結構、橋梁與祭典）也成為地方認同的重要來源。

整體來看，福井的歷史並不是單一事件推動的劇變，而是一種「持續累積的轉型」。從江戶時代的制度化社會，到幕末的改革，再到近代的產業發展與戰後重建，福井展現出一種穩定而具有韌性的歷史軌跡。",en,ko,other_non_english_non_japanese,Reviewer_8D5432,2026-06-08,google_maps_outscraper,8
Fukui,ChIJj1CFKfG--F8R8vgl-a2AM58,Fukui City Museum of History,museum_cultural,ChIJj1CFKfG--F8R8vgl-a2AM58,e09bdbe8ec8d,ChdDSUhNMG9nS0VJQ0FnSUNueU9IUnl3RRAB,2024-09-22T06:57:27+00:00,3,福井市立博物館,en,ko,other_non_english_non_japanese,Reviewer_18C035,2026-06-08,google_maps_outscraper,45
Fukui,ChIJj1CFKfG--F8R8vgl-a2AM58,Fukui City Museum of History,museum_cultural,ChIJj1CFKfG--F8R8vgl-a2AM58,550ce6529c7a,ChZDSUhNMG9nS0VJQ0FnSUNUOHU2MUZREAE,2024-07-18T02:24:09+00:00,4,요코간에 간 김에 세트권을 사서 입장했습니다. 전시를 다 볼려면 에너지를 써야하니 슬슬 돌아보았습니다. 꽤 심혈을 기울여서 만든 향토박물관이네요. 특히 건물 깊이 숨겨진 곳에 후쿠이 성터 샤인문을 바라볼 수 있는 고즈넉한 공간이  있어요. 너무 조용해서 멍때리고 있었는데 쉬기에 너무 좋은 공간이네요. 눈과 발과 마음 모두 쉬고 왔습니다.,en,ko,other_non_english_non_japanese,Reviewer_B62E13,2026-06-08,google_maps_outscraper,57
Fukui,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,ChIJAY1tXQ6_-F8RepRYxjSXPVM,2ca9a168a659,Ci9DQUlRQUNvZENodHljRjlvT2pGTVpHUTBUMUJaYW1Wb1puTnpUbVJ0V1c5cmFFRRAB,2026-05-17T05:35:43+00:00,5,"福井県の素敵な場所はたくさんあります

春、桜の季節限定

四季折々
美しい景色が見れます

涙があふれるほど美しい

自然が豊かで恵まれています

大切にしていきたいですね

Tỉnh Fukui có nhiều địa điểm đáng yêu.

Giới hạn mùa xuân, mùa hoa anh đào

Bốn mùa
Có thể ngắm cảnh đẹp

Đẹp đến chảy nước mắt

Tôi được phù hộ bởi thiên nhiên giàu có

Muốn được trân trọng.

福井县有很多好地方。

春季樱花季节限定

一年四季
你可以看到美丽的景色。

美丽得让人流泪

大自然是富饶的，也是富饶的。

我想我会好好珍藏它。

후쿠이 현에는 멋진 장소가 많이 있습니다

봄, 벚꽃 시즌 한정

사계절마다
아름다운 풍경을 감상할 수 있습니다

눈물이 넘칠 정도로 아름답다

자연이 풍부하고 혜택을 받고 있습니다

소중히 간직하고 싶어요

There are many wonderful places in Fukui prefecture

Spring, cherry blossom season only

each season
You can see beautiful scenery

be tearfully beautiful

It's rich in nature and it's blessed

I want to cherish it.""",en,vi,other_non_english_non_japanese,Reviewer_85BA7F,2026-06-08,google_maps_outscraper,0
Fukui,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,ChIJAY1tXQ6_-F8RepRYxjSXPVM,1a97491b23f3,Ci9DQUlRQUNvZENodHljRjlvT2kwell6QlhMV1IzVFdZM2RVcFBhRVZZYUd4dVNIYxAB,2026-04-17T13:30:39+00:00,5,"位於福井縣福井市中心的足羽川櫻花林蔭道，與鄰近的足羽神社齊名，被評選為「日本櫻花名所 100 選」之一。這裡是北陸地區規模最大、最具震撼力的賞櫻勝地，與金澤的精緻庭園櫻花展現出截然不同的數大之美。

### 景觀特色與亮點
* **2.2 公里的粉色隧道**：沿著足羽川的堤防，種植了約 600 棵巨大的染井吉野櫻。這些櫻花樹歷經半個世紀的生長，枝葉極為茂密，盛開時會在步道上方交織成一條長達 2.2 公里的「櫻花隧道」。走在其中，幾乎看不見天空，完全被粉白色的花海包圍。
* **夜間點燈（Light-up）**：每年 3 月下旬至 4 月上旬的「福井櫻花祭」期間，這條綿延的櫻花林蔭道會進行長達 1.5 公里的夜間打燈。特殊的照明設備會讓櫻花在夜色中浮現出如夢似幻的立體感，河面上的倒影更是迷人。
* **在地慶典氣氛**：祭典期間，河堤兩旁會擺滿各式各樣的屋台（攤販），販售章魚燒、炒麵、日式炸雞等在地小吃。遊客可以一邊品嚐美食，一邊感受日本特有的賞花（花見）熱鬧氛圍。

### 攝影與拍攝建議
面對這種大尺度的河川與林蔭道景觀，攝影策略可以著重於空間感與光影變化：
* **輕裝與機動性**：這是一條長達 2 公里以上的步道，若帶著 Sony a7c2 這種輕巧的全片幅機身，在擁擠的賞花人潮中穿梭或長時間步行取景，能大幅減輕體力負擔。
* **慢快門與流水對比**：足羽川的河面寬廣，白天拍攝時若裝上 ND 減光鏡並使用三腳架，可以透過長曝光將水流拍出如絲綢般的平滑感，與岸邊靜態的粉色隧道形成極佳的動靜對比。
* **HDR 應對夜櫻反差**：夜間點燈雖然美麗，但強烈的光源與漆黑的夜空會產生極大的明暗反差。此時可以開啟相機的 HDR 功能或包圍曝光，確保櫻花的亮部細節不會過曝死白，同時保留夜空與陰影處的層次。

### 行程動線與交通資訊
* **交通方式**：從 JR「福井站」步行約 15 分鐘即可抵達，或是搭乘當地的路面電車（福井鐵道）至「足羽山公園口站」下車，交通極為便利。
* **完美的起點**：若行程安排由南向北推進，將福井作為北陸之行的第一站，不僅能在 4 月上旬第一時間迎來足羽川壯觀的滿開盛況，後續再往北朝石川縣的金澤移動，在動線順暢度與行李採買的規劃上都十分具備優勢。抵達福井安頓好行李後，趁著傍晚直接步行至河畔，便能一次將白天、夕陽與夜櫻的絕景盡收眼底。",en,ko,other_non_english_non_japanese,Reviewer_E1A7FD,2026-06-08,google_maps_outscraper,3
Fukui,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,ChIJAY1tXQ6_-F8RepRYxjSXPVM,729254ade796,Ci9DQUlRQUNvZENodHljRjlvT21sVFJVeG9RWHBVZUV0eWR6WnllbFl5ZUZwNU1sRRAB,2026-04-14T03:52:31+00:00,5,褔井市賞櫻名所，不論白天或是晚上，櫻花都截然不同，不可錯過。由JR福井車站步行前往約需10-15分鐘。,en,ko,other_non_english_non_japanese,Reviewer_DC4ADE,2026-06-08,google_maps_outscraper,5
Fukui,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,ChIJAY1tXQ6_-F8RepRYxjSXPVM,5e4650a89160,Ci9DQUlRQUNvZENodHljRjlvT2pZdFdGQlVWVXBLTmpjdFFYVXpTSFpHZEhFMVdFRRAB,2026-04-12T14:57:03+00:00,5,櫻花季來臨，值得推薦,en,zh-tw,other_non_english_non_japanese,Reviewer_8698FC,2026-06-08,google_maps_outscraper,6
Fukui,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,ChIJAY1tXQ6_-F8RepRYxjSXPVM,14fc7c203c91,Ci9DQUlRQUNvZENodHljRjlvT20xaVNVTlBSMVJoUzJWR01qTnlORWg1TkVJelJFRRAB,2026-04-08T15:41:24+00:00,5,"2026.04.08
今年的足羽川櫻花季已經結束，花況不好，已經掉超過一半。但櫻花季還在持續中，晚上還是有夜櫻可以看。",en,zh-tw,other_non_english_non_japanese,Reviewer_CAC159,2026-06-08,google_maps_outscraper,8
Fukui,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,ChIJAY1tXQ6_-F8RepRYxjSXPVM,3046e4fa8bbb,Ci9DQUlRQUNvZENodHljRjlvT2tSWFkzSnNTVzl1YVRWVFptbGhUVzFmVTFCb0xVRRAB,2026-04-08T12:56:57+00:00,4,很美的樱花,en,zh-cn,other_non_english_non_japanese,Reviewer_646214,2026-06-08,google_maps_outscraper,9
Fukui,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,ChIJAY1tXQ6_-F8RepRYxjSXPVM,54c50dadd839,Ci9DQUlRQUNvZENodHljRjlvT2xGNWJ6WlFYeTFYTTBKSU5HSm1RVWQwU25aU2FYYxAB,2026-04-07T04:09:44+00:00,4,"É um parque aberto, tinha muitas opções de comidas nas barraquinhas (hambúrguer, takoyaki, a moeda de 10 ienes recheada com queijo, sorvete, raspadinhas e açaí.) Estava calor, mas estava ventando então foi gostoso caminhar.",en,pt,other_non_english_non_japanese,Reviewer_49D628,2026-06-08,google_maps_outscraper,12
Fukui,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,ChIJAY1tXQ6_-F8RepRYxjSXPVM,4e4420cdc8db,Ci9DQUlRQUNvZENodHljRjlvT2tvdFMwVmlablZqZW1OR1MxaGFTakJxZHpsWFJWRRAB,2026-03-24T15:38:50+00:00,5,2024/04/10足羽川河堤櫻花盛開🌸,en,ko,other_non_english_non_japanese,Reviewer_9F00BD,2026-06-08,google_maps_outscraper,24
Fukui,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,ChIJAY1tXQ6_-F8RepRYxjSXPVM,9bf529453ad5,Ci9DQUlRQUNvZENodHljRjlvT25GVVl5MDFObWd6Y1hscE5UVnZhRkJVZFdNeGIzYxAB,2025-08-23T05:15:38+00:00,5,温泉民宿三国缘：和风建筑、日式庭院、温泉私汤，放松身心,en,zh-cn,other_non_english_non_japanese,Reviewer_FA33F7,2026-06-08,google_maps_outscraper,27
Fukui,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,ChIJAY1tXQ6_-F8RepRYxjSXPVM,19d47514e612,Ci9DQUlRQUNvZENodHljRjlvT2pkRVkwMWZjRFowVUhWbFdraDVlRTl4TFhocFduYxAB,2025-06-16T05:28:09+00:00,5,Muito bom,en,pt,other_non_english_non_japanese,Reviewer_FC3915,2026-06-08,google_maps_outscraper,29
Fukui,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,ChIJAY1tXQ6_-F8RepRYxjSXPVM,3d42cb7a8053,ChZDSUhNMG9nS0VOYkRydWFMemNQNGNREAE,2025-06-14T18:32:15+00:00,4,벚꽃시즌 막바지라서 좀 아쉽지만 그래도 아름답다.,en,ko,other_non_english_non_japanese,Reviewer_89274D,2026-06-08,google_maps_outscraper,30
Fukui,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,ChIJAY1tXQ6_-F8RepRYxjSXPVM,bba9a49f00b4,ChZDSUhNMG9nS0VJQ0FnTURJeTVqRlVREAE,2025-04-13T02:11:43+00:00,5,很漂亮的櫻花，舒服的天氣，很棒👍,en,zh-tw,other_non_english_non_japanese,Reviewer_26843A,2026-06-08,google_maps_outscraper,38
Fukui,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,ChIJAY1tXQ6_-F8RepRYxjSXPVM,7ae95dd944b2,ChdDSUhNMG9nS0VJQ0FnTURJbW9xUjdnRRAB,2025-04-09T00:28:22+00:00,5,櫻花季真的值得一遊！天氣不好時，都覺得現場看非常漂亮，天氣好的話更是不得了！,en,zh-tw,other_non_english_non_japanese,Reviewer_788788,2026-06-08,google_maps_outscraper,45
Fukui,ChIJGQMTWaq_-F8RnQQCzMmkvTI,Fukui Prefectural Art Museum,museum_cultural,ChIJGQMTWaq_-F8RnQQCzMmkvTI,0a6b3dadc1bb,ChdDSUhNMG9nS0VJQ0FnTURRX1lUcWlnRRAB,2025-07-26T10:43:20+00:00,3,우연히 방문했다가 조르쥬 루오의 작품을 마주하게 되어서 깜짝 놀랐다. 후쿠이현을 방문한 것이 얼마나 다행인지.,en,ko,other_non_english_non_japanese,Reviewer_1B6E83,2026-06-08,google_maps_outscraper,22
Fukui,ChIJGQMTWaq_-F8RnQQCzMmkvTI,Fukui Prefectural Art Museum,museum_cultural,ChIJGQMTWaq_-F8RnQQCzMmkvTI,da980c82ff75,ChdDSUhNMG9nS0VMaUI5ZU90Zy1tOHNnRRAB,2025-05-28T07:23:58+00:00,3,常設展示が無い不思議な美術館。70才以上は無料。,en,ko,other_non_english_non_japanese,Reviewer_85CA7E,2026-06-08,google_maps_outscraper,27
Fukui,ChIJGQMTWaq_-F8RnQQCzMmkvTI,Fukui Prefectural Art Museum,museum_cultural,ChIJGQMTWaq_-F8RnQQCzMmkvTI,96e02a22e5f6,ChZDSUhNMG9nS0VJQ0FnSUNueUtHZFNREAE,2024-09-22T06:56:38+00:00,3,福井県立美術館,en,ko,other_non_english_non_japanese,Reviewer_18C035,2026-06-08,google_maps_outscraper,38
Fukui,ChIJyzRhvchM_18RsCNHUyjs-OA,Echizen Crab Museum,museum_cultural,ChIJyzRhvchM_18RsCNHUyjs-OA,ca88671585a0,Ci9DQUlRQUNvZENodHljRjlvT21RNUxYaDJMVEJNVFUxaExUQTNibXRqYXpobVlrRRAB,2026-03-20T23:11:17+00:00,2,商売一筋,en,zh-cn,other_non_english_non_japanese,Reviewer_2FD147,2026-06-08,google_maps_outscraper,16
Fukui,ChIJyzRhvchM_18RsCNHUyjs-OA,Echizen Crab Museum,museum_cultural,ChIJyzRhvchM_18RsCNHUyjs-OA,7485bb2f7c69,Ci9DQUlRQUNvZENodHljRjlvT21WcFlVSkJZbE5yTkdsZmJVeE5hRlJ2WnpjMk5YYxAB,2026-02-27T04:42:33+00:00,4,게살이 꽉 차 있고 맛있습니다.  가격은 그만큼 하네요..  기본제공된 게 만으로도 배가 불렀습니다,en,ko,other_non_english_non_japanese,Reviewer_7DD121,2026-06-08,google_maps_outscraper,25
Fukui,ChIJyzRhvchM_18RsCNHUyjs-OA,Echizen Crab Museum,museum_cultural,ChIJyzRhvchM_18RsCNHUyjs-OA,54f5071f5384,Ci9DQUlRQUNvZENodHljRjlvT25KclQxSnZWVXRSU1hORFYwTm1lbUZyWTBoemEwRRAB,2025-08-11T15:20:50+00:00,5,Um bom lugar para passear,en,pt,other_non_english_non_japanese,Reviewer_FDB8F4,2026-06-08,google_maps_outscraper,76
Fukui,ChIJ06rM1WCp-F8RmSESUdRM5bA,Takefu Knife Village,market_shopping,ChIJ06rM1WCp-F8RmSESUdRM5bA,7b27058b7173,Ci9DQUlRQUNvZENodHljRjlvT2kxS1YwNHlOVzF3VjI0dGRrWllhM1p2VFdzMk5FRRAB,2026-01-30T05:54:03+00:00,1,時間の無駄,en,ko,other_non_english_non_japanese,Reviewer_2B2D67,2026-06-08,google_maps_outscraper,14
Fukui,ChIJ06rM1WCp-F8RmSESUdRM5bA,Takefu Knife Village,market_shopping,ChIJ06rM1WCp-F8RmSESUdRM5bA,26eacfdda28c,Ci9DQUlRQUNvZENodHljRjlvT21zNFQzZzFSelJST1RaTVRsaGZOR2RSV0ZkclNuYxAB,2025-10-14T07:13:38+00:00,5,"Zu erst möchten wir uns bei Ihren wirklich netten und großartigen Empfangsdamen bedanken! Vielen Dank! Sie haben uns nicht nur geholfen nach unseren Kurs ein Taxi zu rufen sondern uns auch Empfehlungen für unsere weitere Reise nach Kanazawa gegeben! Die empfohlenen Kintsuba in Kanazawa waren wirklich sehr lecker 😋 ♡

Wir hatten einen Schmiedekurs online gebucht, was wirklich einfach war. Es gab eine Anzahlung und der rest wurde Vorort bezahlt.
Ein wirklich riesen großes Dankeschön an Kiyomie-san für Ihre wunderbare Arbeit im übersetzen und ein ebenso großen Dankeschön an Okada-sensei für sein geduldiger und lehrreiches Anleiten.
Generell war es eine wunderbare Erfahrung die wir machen durften und wir haben viel gelernt!
Auf den Gelände gibt es zu dem noch ein kleines Museum was ich wirklich empfehlen kann. Auch konnten wir den Profis in der Werkstatt über die Schulter schauen und ihre Arbeit sehen!

Am Ende konnten wir zwei wirklich einzigartige Messer und eine tolle Erinnerung mit nach Hause nehmen.

Vielen lieben Dank!",en,de,other_non_english_non_japanese,Reviewer_8DDF0F,2026-06-08,google_maps_outscraper,30
Fukui,ChIJ06rM1WCp-F8RmSESUdRM5bA,Takefu Knife Village,market_shopping,ChIJ06rM1WCp-F8RmSESUdRM5bA,18e77f4aa0d6,Ci9DQUlRQUNvZENodHljRjlvT205T2JUQkhlV1F0UkZGRGMzUnBObk5GUTBsTlQxRRAB,2025-08-07T22:36:59+00:00,5,"Ma visite au Takefu Knife Village a été une expérience incroyable et unique que je recommande vivement à tous les amateurs de coutellerie et aux curieux en quête d'une activité authentique au Japon. J'ai eu l'opportunité de fabriquer mon propre couteau sous la supervision d’un maître artisan, et ce fut une journée inoubliable.

Le processus était à la fois éducatif et gratifiant. Non seulement j'ai appris beaucoup sur l'art de la fabrication des couteaux, mais j'ai aussi pu repartir avec un couteau que j'ai fabriqué de mes propres mains, un souvenir unique et personnel de mon voyage.

C’est une expérience qui allie parfaitement tradition et pratique, idéale pour ceux qui cherchent à plonger dans la culture artisanale japonaise.

Je donne sans hésiter une note de 5 étoiles à cette expérience exceptionnelle. Si vous visitez la région, ne manquez pas l'occasion de créer votre propre couteau au Takefu Knife Village !",en,fr,other_non_english_non_japanese,Reviewer_5E9A56,2026-06-08,google_maps_outscraper,38
Fukui,ChIJ06rM1WCp-F8RmSESUdRM5bA,Takefu Knife Village,market_shopping,ChIJ06rM1WCp-F8RmSESUdRM5bA,9fa661fa5cb2,ChZDSUhNMG9nS0VJQ0FnTUNJMk5URVpBEAE,2025-03-30T02:06:15+00:00,5,Un lieu à visiter aussi bien la  fabrication que les produits fini,en,fr,other_non_english_non_japanese,Reviewer_72E52B,2026-06-08,google_maps_outscraper,52
Fukui,ChIJ06rM1WCp-F8RmSESUdRM5bA,Takefu Knife Village,market_shopping,ChIJ06rM1WCp-F8RmSESUdRM5bA,172f7b2257c7,ChZDSUhNMG9nS0VJQ0FnSURmckppMk5nEAE,2025-01-04T12:10:58+00:00,5,Tôi đã ghé vào dịp Tết Dương lịch 2025/1/1 . Rất đông người. Vui vẻ đón năm mới,en,vi,other_non_english_non_japanese,Reviewer_979CB3,2026-06-08,google_maps_outscraper,59
